,Symbol,Sector,MarketCap,Industry,ETF,Name
7901,QUIK,Technology,142718135.84,Semiconductors,N,QuickLogic Corporation
7902,QUMU,Technology,21128062.5,Computer Software: Prepackaged Software,N,Qumu Corporation
7903,QUOT,Consumer Services,1090216653.0,Advertising,N,Quotient Technology Inc.
7904,QURE,Health Care,559945454.4,Major Pharmaceuticals,N,uniQure N.V. - Ordinary Shares
7905,QUS,,,,Y,SPDR MSCI USA StrategicFactors ETF
7906,QVAL,,,,Y,ValueShares U.S. Quantitative Value ETF ETF
7907,QVCA,Consumer Services,12930267450.4,Catalog/Specialty Distribution,N,Liberty Interactive Corporation - Series A QVC Group Common Stock
7908,QVCB,Consumer Services,12949624138.2,Catalog/Specialty Distribution,N,Liberty Interactive Corporation - Series B QVC Group Common Stock
7909,QVE,,,Not Applic,N,QV EQUITIES LIMITED
7910,QVM,,,,Y,Arrow QVM Equity Factor ETF
7911,QWLD,,,,Y,SPDR MSCI World StrategicFactors ETF
7912,QXGG,,,,Y,QuantX Risk Managed Growth ETF ETF
7913,QXMI,,,,Y,QuantX Risk Managed Multi-Asset Income ETF
7914,QXRR,,,,Y,QuantX Risk Managed Real Return ETF
7915,QXTR,,,,Y,QuantX Risk Managed Multi-Asset Total Return ETF
7916,QYLD,n/a,19944000.0,n/a,Y,Horizons NASDAQ-100 Covered Call ETF
7917,R,Consumer Services,4711287680.7,Rental/Leasing Companies,N,"Ryder System, Inc."
7919,RA,n/a,864764106.9,n/a,N,Brookfield Real Assets Income Fund Inc.
7920,RAC,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,RACE ONCOLOGY LTD
7921,RACE,Capital Goods,29318511918.85,Auto Manufacturing,N,Ferrari N.V. Common Shares
7922,RAD,Health Care,2455272641.2,Medical/Nursing Services,N,Rite Aid Corporation Common Stock
7923,RADA,Consumer Non-Durables,84549598.14,Electronic Components,N,RADA Electronic Industries Ltd. - Ordinary Shares
7924,RAF,,,Diversified Financials,N,RAFFLES CAPITAL LIMITED
7925,RAIL,Capital Goods,202297807.68,Railroads,N,"Freightcar America, Inc. - Common Stock"
7926,RALS,,,,Y,ProShares RAFI Long Short ETF
7927,RAN,,,Materials,N,RANGE INTERNATIONAL LIMITED
7928,RAND,Consumer Non-Durables,17381041.6084,Textiles,N,Rand Capital Corporation - Common Stock ($0.10 Par Value)
7929,RAP,,,Health Care Equipment & Services,N,RESAPP HEALTH LIMITED
7930,RARE,Health Care,2034479205.12,Major Pharmaceuticals,N,Ultragenyx Pharmaceutical Inc.
7931,RARX,Health Care,183502407.24,Major Pharmaceuticals,N,"Ra Pharmaceuticals, Inc. - Common Stock"
7932,RAS,Consumer Services,48253977.6506,Real Estate Investment Trusts,N,RAIT Financial Trust
7939,RAVE,Consumer Non-Durables,25851429.98,Food Distributors,N,"Rave Restaurant Group, Inc. - Common Stock"
7940,RAVI,,,,Y,FlexShares Ready Access Variable Income Fund
7941,RAVN,Capital Goods,1287203256.0,Specialty Chemicals,N,"Raven Industries, Inc."
7942,RAW,,,Energy,N,RAWSON OIL AND GAS LTD
7943,RBA,Miscellaneous,3457866491.8,Business Services,N,Ritchie Bros. Auctioneers Incorporated Common Stock
7944,RBB,Finance,425056960.6,Major Banks,N,RBB Bancorp
7945,RBBN,Technology,732391511.88,EDP Services,N,Ribbon Communications Inc. 
7946,RBC,Consumer Durables,3488940236.25,Metal Fabrications,N,Regal Beloit Corporation Common Stock
7948,RBCN,Technology,21601851.21,Semiconductors,N,"Rubicon Technology, Inc."
7949,RBD,,,Consumer Services,N,RESTAURANT BRANDS NEW ZEALAND LIMITED
7950,RBIN,,,,Y,Nationwide Risk-Based International Equity ETF
7951,RBL,,,Software & Services,N,REDBUBBLE LIMITED
7952,RBNC,Finance,310644071.54,Major Banks,N,"Reliant Bancorp, Inc."
7953,RBO,,,Capital Goods,N,ROBO 3D LIMITED
7954,RBR,,,Materials,N,RBR GROUP LIMITED
7955,RBS,Finance,49832411359.08,Commercial Banks,N,Royal Bank of Scotland Group Plc New (The) ADS
7958,RBUS,,,,Y,Nationwide Risk-Based U.S. Equity ETF
7959,RBX,,,Materials,N,RESOURCE BASE LIMITED
7960,RCD,,,,Y,Guggenheim S&P 500 Equal Weight Consumer Discretionary ETF
7961,RCE,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,RECCE PHARMACEUTICALS LTD
7962,RCG,n/a,6651310.83,n/a,N,"RENN Fund, Inc Common Stock"
7963,RCI,Consumer Services,20079931306.7,Television Services,N,"Rogers Communication, Inc."
7964,RCII,Technology,608287717.87,Diversified Commercial Services,N,Rent-A-Center Inc.
7965,RCKT,Health Care,20502135.1,Major Pharmaceuticals,N,"Rocket Pharmaceuticals, Inc."
7966,RCKY,Consumer Non-Durables,141234529.8,Shoe Manufacturing,N,"Rocky Brands, Inc."
7967,RCL,Consumer Services,27876522179.5,Marine Transportation,N,READCLOUD LIMITED
7968,RCM,Consumer Services,458823497.17,Other Consumer Services,N,R1 RCM Inc.
7969,RCMT,Technology,73751831.86,Professional Services,N,"RCM Technologies, Inc. - Common Stock"
7970,RCO,,,Materials,N,ROYALCO RESOURCES LIMITED
7971,RCOM,,,,Y,Elkhorn ETF Trust ETF
7972,RCON,Energy,22875731.34,Oilfield Services/Equipment,N,"Recon Technology, Ltd. - Ordinary Shares"
7973,RCP,,,Materials,N,REDBANK COPPER LIMITED
7974,RCR,,,Capital Goods,N,RCR TOMLINSON LIMITED
7975,RCS,n/a,391147791.84,n/a,N,"PIMCO Strategic Income Fund, Inc."
7976,RCT,,,Consumer Services,N,REEF CASINO TRUST
7977,RCW,,,Software & Services,N,RIGHTCROWD LIMITED
7979,RDA,,,Not Applic,N,SERIES 2010-2 REDS TRUST
7980,RDC,Energy,2090751319.44,Oil & Gas Production,N,Rowan Companies plc
7981,RDCM,Technology,249516951.25,Computer peripheral equipment,N,Radcom Ltd. - Ordinary Shares
7982,RDF,,,Technology Hardware & Equipment,N,REDFLEX HOLDINGS LIMITED
7983,RDFN,Finance,2130962830.49,Real Estate,N,Redfin Corporation
7984,RDG,,,Materials,N,RESOURCE DEVELOPMENT GROUP LIMITED
7985,RDH,,,Consumer Services,N,REDHILL EDUCATION LIMITED
7986,RDHL,Health Care,56947901.56,Major Pharmaceuticals,N,Redhill Biopharma Ltd.
7987,RDI,Consumer Services,387569428.35,Movies/Entertainment,N,Reading International Inc - Class A Non-voting Common Stock
7988,RDIB,Consumer Services,517099915.0,Movies/Entertainment,N,Reading International Inc
7989,RDIV,,,,Y,Oppenheimer Ultra Dividend Revenue ETF
7990,RDM,,,Materials,N,RED METAL LIMITED
7991,RDN,Finance,4798482442.74,Property-Casualty Insurers,N,Radian Group Inc.
7992,RDNT,Health Care,478620355.8,Medical Specialities,N,"RadNet, Inc."
7993,RDS,,,Materials,N,REDSTONE RESOURCES LIMITED
7996,RDUS,Health Care,1509879736.26,Major Pharmaceuticals,N,"Radius Health, Inc. - Common Stock"
7997,RDVY,n/a,381372062.52,n/a,Y,First Trust Rising Dividend Achievers ETF
7998,RDWR,Miscellaneous,863777000.0,Business Services,N,Radware Ltd.
7999,RDY,Health Care,6451045082.53,Major Pharmaceuticals,N,Dr. Reddy's Laboratories Ltd Common Stock
8000,RE,Finance,9281749940.0,Property-Casualty Insurers,N,"Everest Re Group, Ltd. Common Stock"
8001,REA,,,Software & Services,N,REA GROUP LTD
8002,RECN,Miscellaneous,516112614.15,Business Services,N,"Resources Connection, Inc. - Common Stock"
8003,RED,,,Materials,N,RED 5 LIMITED
8004,REDU,Consumer Services,164560000.0,Other Consumer Services,N,RISE Education Cayman Ltd
8005,REED,Consumer Non-Durables,41853304.7,Beverages (Production/Distribution),N,"Reeds, Inc."
8006,REEM,,,,Y,Oppenheimer Revenue Weighted ETF Trust ETF
8007,REET,,,,Y,iShares Trust iShares Global REIT ETF
8008,REF,,,Telecommunication Services,N,REVERSE CORP LIMITED
8009,REFA,,,,Y,Oppenheimer International Revenue ETF
8010,REFR,Miscellaneous,26207792.14,Multi-Sector Companies,N,Research Frontiers Incorporated
8011,REG,Consumer Services,11003055393.44,Health Care Equipment & Services,N,Regency Centers Corporation Common Stock
8012,REGI,Basic Industries,432012730.625,Major Chemicals,N,"Renewable Energy Group, Inc."
8013,REGL,,,,Y,ProShares S&P MidCap 400 Dividend Aristocrats ETF
8014,REGN,Health Care,40189936408.98,Major Pharmaceuticals,N,"Regeneron Pharmaceuticals, Inc."
8015,REH,,,Capital Goods,N,REECE LIMITED
8016,REI,Energy,842186693.8,Oil & Gas Production,N,"Ring Energy, Inc."
8017,REIS,Miscellaneous,244274278.8,Business Services,N,"Reis, Inc"
8018,REK,,,Not Applic,Y,SERIES 2010-1 REDS TRUST
8019,REL,,,Energy,N,RAVEN ENERGY LIMITED
8020,RELL,Consumer Non-Durables,106126261.23,Electronic Components,N,"Richardson Electronics, Ltd."
8021,RELV,Health Care,9318058.0,Major Pharmaceuticals,N,"Reliv&#39; International, Inc."
8022,RELX,Consumer Services,46675600682.04,Publishing,N,RELX PLC
8023,REM,,,,Y,iShares Trust iShares Mortgage Real Estate ETF
8024,REML,,,,N,"Credit Suisse AG Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT Exchange Traded Notes (ETNs) due July 11, 2036"
8025,REMX,,,,Y,VanEck Vectors Rare Earth Strategic Metals ETF
8026,REN,,,,N,Resolute Energy Corporation Comon Stock
8028,RENN,Technology,753745980.73,EDP Services,N,"Renren Inc. American Depositary Shares, each representing fifteen Class A ordinary shares"
8029,RENX,Consumer Services,45369015949.32,Publishing,N,RELX N.V.
8030,REPH,Health Care,169660348.45,Major Pharmaceuticals,N,"Recro Pharma, Inc. - Common Stock"
8031,REQ,,,Not Applic,N,SERIES 2007-2 REDS TRUST
8032,RES,Energy,5341006025.28,Energy,N,"RPC, Inc."
8033,RESI,Finance,598617040.0,Real Estate,N,Altisource Residential Corporation Common Stock
8034,RESN,Technology,134529064.68,Semiconductors,N,Resonant Inc. - Common Stock
8035,RETA,Health Care,0.0,Major Pharmaceuticals,N,"Reata Pharmaceuticals, Inc. - Class A Common Stock"
8036,RETL,,,,Y,Direxion Daily Retail Bull 3X Shares ETF
8037,RETO,Capital Goods,201953600.0,Industrial Machinery/Components,N,"ReTo Eco-Solutions, Inc. - Common Shares"
8038,REV,Consumer Non-Durables,1160169834.6,Software & Services,N,"Revlon, Inc."
8039,REVG,Capital Goods,2027011862.0,Auto Manufacturing,N,"REV Group, Inc."
8040,REW,,,,Y,ProShares UltraShort Technology
8041,REX,Basic Industries,558175365.0,Transportation,N,REGIONAL EXPRESS HOLDINGS LIMITED
8042,REXR,Consumer Services,2265298790.64,Real Estate Investment Trusts,N,"Rexford Industrial Realty, Inc."
8047,REXX,Energy,15211071.373,Oil & Gas Production,N,Rex Energy Corporation - Common Stock
8048,REY,,,Energy,N,REY RESOURCES LIMITED
8049,REZ,,,Materials,Y,RESOURCES & ENERGY GROUP LIMITED
8050,RF,Finance,21297076611.48,Major Banks,N,Regions Financial Corporation
8051,RF$A,,,,N,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series A
8052,RF$B,,,,N,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B
8053,RFAP,n/a,44520127.2,n/a,Y,First Trust RiverFront Dynamic Asia Pacific ETF
8054,RFB,,,Not Applic,N,SERIES 2012-1E REDS TRUST
8055,RFC,,,Not Applic,N,SERIES 2017-1 REDS TRUST
8056,RFCI,,,,Y,RiverFront Dynamic Core Income ETF
8057,RFDA,,,,Y,RiverFront Dynamic US Dividend Advantage ETF
8058,RFDI,n/a,538135635.38,n/a,Y,First Trust RiverFront Dynamic Developed International ETF
8059,RFEM,n/a,94112150.5792,n/a,Y,First Trust RiverFront Dynamic Emerging Markets ETF
8060,RFEU,n/a,141552638.1,n/a,Y,First Trust RiverFront Dynamic Europe ETF
8061,RFF,,,Real Estate,N,RURAL FUNDS GROUP
8062,RFFC,,,,Y,RiverFront Dynamic US Flex-Cap ETF
8063,RFG,,,Consumer Services,Y,Guggenheim S&P Midcap 400 Pure Growth ETF
8064,RFI,n/a,325125234.36,n/a,N,"Cohen & Steers Total Return Realty Fund, Inc."
8065,RFIL,Capital Goods,23015839.6,Electrical Products,N,"RF Industries, Ltd. - Common Stock"
8066,RFN,,,Software & Services,N,REFFIND LIMITED
8067,RFP,Basic Industries,1047380692.4,Paper,N,Resolute Forest Products Inc. Common Stock
8068,RFT,Consumer Services,0.0,Real Estate Investment Trusts,N,RAIT Financial Trust
8069,RFTA,Consumer Services,0.0,Real Estate Investment Trusts,N,RAIT Financial Trust
8070,RFUN,,,,Y,RiverFront Dynamic Unconstrained Income ETF
8071,RFV,,,,Y,Guggenheim S&P Midcap 400 Pure Value ETF
8072,RFX,,,Capital Goods,N,REDFLOW LIMITED
8073,RF^A,n/a,0.0,n/a,N,Regions Financial Corporation
8074,RF^B,n/a,0.0,n/a,N,Regions Financial Corporation
8075,RGA,Finance,10501726186.66,Life Insurance,N,"Reinsurance Group of America, Incorporated Common Stock"
8076,RGC,Consumer Services,3592916588.58,Movies/Entertainment,N,Regal Entertainment Group Class A Common Stock
8077,RGCO,Public Utilities,191619957.99,Oil & Gas Production,N,RGC Resources Inc.
8078,RGEN,Health Care,1537419648.74,Biotechnology: Biological Products (No Diagnostic Substances),N,Repligen Corporation
8079,RGI,,,Capital Goods,Y,Guggenheim S&P 500 Equal Weight Industrials ETF
8080,RGL,,,Materials,N,RIVERSGOLD LIMITED
8081,RGLB,,,,Y,Oppenheimer Global Revenue ETF
8082,RGLD,Basic Industries,5652631448.08,Precious Metals,N,"Royal Gold, Inc. - Common Stock"
8083,RGLS,Health Care,137220794.04,Major Pharmaceuticals,N,Regulus Therapeutics Inc.
8084,RGNX,Health Care,868175014.5,Biotechnology: Biological Products (No Diagnostic Substances),N,REGENXBIO Inc. - Common Stock
8085,RGP,,,"Food, Beverage & Tobacco",N,REFRESH GROUP LIMITED
8086,RGR,Capital Goods,917607155.4,Ordnance And Accessories,N,"Sturm, Ruger & Company, Inc."
8087,RGS,Consumer Services,723422451.21,"Pharmaceuticals, Biotechnology & Life Sciences",N,REGENEUS LTD
8088,RGSE,Basic Industries,10473658.65,Engineering & Construction,N,"Real Goods Solar, Inc."
8089,RGT,n/a,119360736.12,n/a,N,"Royce Global Value Trust, Inc."
8090,RH,Consumer Services,2032329073.17,Other Specialty Stores,N,RH Common Stock
8091,RHC,,,Health Care Equipment & Services,N,RAMSAY HEALTH CARE LIMITED
8092,RHE,Consumer Services,$5.67M,Real Estate Investment Trusts,N,"Regional Health Properties, Inc. Common Stock"
8095,RHI,Technology,7159980290.4,Professional Services,N,RED HILL IRON LIMITED
8096,RHL,,,Retailing,N,RURALCO HOLDINGS LIMITED
8097,RHP,Consumer Services,3902178251.22,Software & Services,N,"Ryman Hospitality Properties, Inc. (REIT)"
8098,RHS,,,"Pharmaceuticals, Biotechnology & Life Sciences",Y,RHS LIMITED
8099,RHT,Technology,22408744380.0,Health Care Equipment & Services,N,RESONANCE HEALTH LIMITED
8100,RHY,,,Health Care Equipment & Services,N,RHYTHM BIOSCIENCES LIMITED
8101,RIBT,Consumer Non-Durables,24650664.82,Packaged Foods,N,RiceBran Technologies
8103,RIC,,,"Food, Beverage & Tobacco",N,RIDLEY CORPORATION LIMITED
8104,RICK,Consumer Services,293505072.2,Restaurants,N,"RCI Hospitality Holdings, Inc."
8105,RIE,,,Materials,N,RIEDEL RESOURCES LIMITED
8106,RIF,n/a,187308885.24,n/a,N,RMR Real Estate Income Fund
8107,RIG,Energy,4542265145.88,Oil & Gas Production,N,Transocean Ltd (Switzerland) Common Stock
8108,RIGL,Health Care,599148566.28,Major Pharmaceuticals,N,"Rigel Pharmaceuticals, Inc."
8109,RIGS,,,,Y,RiverFront Strategic Income Fund
8110,RILY,Miscellaneous,513471323.6,Business Services,N,"B. Riley Financial, Inc."
8114,RIM,,,Materials,N,RIMFIRE PACIFIC MINING NL
8115,RINF,,,,Y,ProShares Inflation Expectations ETF
8116,RING,n/a,365284000.0,n/a,Y,iShares MSCI Global Gold Miners ETF
8117,RIO,Basic Industries,99847461895.33,Materials,N,Rio Tinto Plc Common Stock
8118,RIOT,Health Care,171560161.44,Biotechnology: In Vitro & In Vivo Diagnostic Substances,N,"Riot Blockchain, Inc"
8119,RIR,,,Materials,N,RIVA RESOURCES LIMITED
8120,RISE,,,,Y,Sit Rising Rate ETF
8121,RIV,n/a,77205986.8,n/a,N,"RiverNorth Opportunities Fund, Inc."
8122,RJA,,,,N,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Agriculture Total Return Structured Product
8123,RJF,Finance,13998006426.25,Investment Bankers/Brokers/Service,N,"Raymond James Financial, Inc. Common Stock"
8124,RJI,,,,N,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Total Return Structured Product
8125,RJN,,,,N,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Energy Total Return Structured Product
8126,RJZ,,,,N,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product
8127,RKDA,Basic Industries,11204304.0375,Agricultural Chemicals,N,"Arcadia Biosciences, Inc. - Common Stock"
8128,RKN,,,Software & Services,N,RECKON LIMITED
8129,RL,Consumer Non-Durables,8619324996.45,Apparel,N,Ralph Lauren Corporation Common Stock
8130,RLC,,,Materials,N,REEDY LAGOON CORPORATION LIMITED
8131,RLE,,,Energy,N,REAL ENERGY CORPORATION LIMITED
8132,RLGT,Transportation,226845705.24,Oil Refining/Marketing,N,"Radiant Logistics, Inc."
8135,RLGY,Finance,3638685778.98,Real Estate,N,Realogy Holdings Corp. Common Stock
8136,RLH,Consumer Services,253980693.25,Hotels/Resorts,N,Red Lions Hotels Corporation Common Stock
8137,RLI,Finance,2620678747.88,Property-Casualty Insurers,N,RLI Corp. Common Stock
8138,RLJ,Consumer Services,3973967105.28,Real Estate Investment Trusts,N,RLJ Lodging Trust
8140,RLJE,Consumer Services,55300692.39,Movies/Entertainment,N,"RLJ Entertainment, Inc. - Common Stock"
8142,RLY,,,,Y,SPDR SSgA Multi Asset Real Return ETF
8143,RM,Finance,323405470.08,Finance: Consumer Services,N,Regional Management Corp. Common Stock
8144,RMAX,Finance,876885953.6,Real Estate,N,"RE/MAX Holdings, Inc. Class A Common Stock"
8145,RMBL,Technology,67228413.2,EDP Services,N,"RumbleOn, Inc."
8146,RMBS,Technology,1591781841.0,Semiconductors,N,"Rambus, Inc."
8147,RMCF,Consumer Non-Durables,72671297.16,Specialty Foods,N,"Rocky Mountain Chocolate Factory, Inc. - Common Stock"
8148,RMD,Health Care,12591133756.84,Health Care Equipment & Services,N,ResMed Inc.
8149,RMG,,,Materials,N,RMG LIMITED
8150,RMGN,Miscellaneous,13833758.68,Business Services,N,RMG Networks Holding Corporation
8151,RMH,,,Not Applic,N,RAMS MORTGAGE SECURITIES TRUST SERIES 2007-2H
8152,RMI,,,Materials,N,RESOURCE MINING CORPORATION LIMITED
8153,RMM,,,Not Applic,N,RAMS MORTGAGE SECURITIES TRUST SERIES 2006-1
8154,RMNI,Miscellaneous,500279997.84,Business Services,N,"Rimini Street, Inc."
8155,RMP,Public Utilities,2298750836.76,Energy,N,RED EMPEROR RESOURCES NL
8158,RMR,Consumer Services,2019431476.8,Professional Services,N,The RMR Group Inc.
8159,RMS,,,Materials,N,RAMELIUS RESOURCES LIMITED
8160,RMT,n/a,375257805.84,Materials,N,RMA ENERGY LIMITED
8161,RMTI,Health Care,303837304.8,Biotechnology: Electromedical & Electrotherapeutic Apparatus,N,"Rockwell Medical, Inc."
8162,RMX,,,Materials,N,RED MOUNTAIN MINING LIMITED
8163,RND,,,Materials,N,RAND MINING LIMITED
8164,RNDB,Finance,91828042.24,Major Banks,N,"Randolph Bancorp, Inc. - Common Stock"
8165,RNDM,n/a,13567608.54,n/a,Y,First Trust Developed International Equity Select ETF
8166,RNDV,n/a,12364044.96,n/a,Y,First Trust US Equity Dividend Select ETF
8167,RNE,,,Utilities,N,RENU ENERGY LIMITED
8168,RNEM,n/a,5699113.98,n/a,Y,First Trust Emerging Markets Equity Select ETF
8169,RNET,Consumer Services,346278686.0,Telecommunications Equipment,N,"RigNet, Inc. - Common Stock"
8170,RNG,Technology,3983638609.0,EDP Services,N,"Ringcentral, Inc. Class A Common Stock"
8171,RNGR,Energy,156460359.68,Oilfield Services/Equipment,N,"Ranger Energy Services, Inc. Class A Common Stock"
8172,RNL,,,Software & Services,N,RISION LIMITED
8173,RNLC,n/a,20389545.31,n/a,Y,First Trust Large Cap US Equity Select ETF
8174,RNMC,n/a,6701174.6742,n/a,Y,First Trust Mid Cap US Equity Select ETF
8175,RNN,Health Care,65353734.84,Major Pharmaceuticals,N,"Rexahn Pharmaceuticals, Inc."
8176,RNO,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,RHINOMED LIMITED
8177,RNP,n/a,952286054.72,n/a,N,Cohen & Steers Reit and Preferred Income Fund Inc Common Shares
8178,RNR,Finance,4920378938.72,Property-Casualty Insurers,N,RenaissanceRe Holdings Ltd. Common Stock
8183,RNSC,n/a,3315044.2,n/a,Y,First Trust Small Cap US Equity Select ETF
8184,RNST,Finance,2177981136.0,Major Banks,N,Renasant Corporation
8185,RNT,,,Software & Services,N,RENT.COM.AU LIMITED
8186,RNU,,,Energy,N,RENASCOR RESOURCES LIMITED
8187,RNWK,Technology,120115238.18,EDP Services,N,"RealNetworks, Inc."
8188,RNY,,,Real Estate,N,RNY PROPERTY TRUST
8189,ROAM,,,,Y,Hartford Multifactor Emerging Markets ETF
8190,ROBO,n/a,208472000.0,n/a,Y,ROBO Global Robotics and Automation Index ETF
8191,ROCK,Capital Goods,1177214921.1,Steel/Iron Ore,N,"Gibraltar Industries, Inc."
8192,RODI,,,,N,Barclays Return on Disability ETN
8193,RODM,,,,Y,Hartford Multifactor Developed Markets (ex-US) ETF
8194,ROG,Basic Industries,3206188609.68,Energy,N,Rogers Corporation
8195,ROGS,,,,Y,Hartford Multifactor Global Small Cap ETF
8196,ROIC,Consumer Services,2118250527.0,Real Estate Investment Trusts,N,Retail Opportunity Investments Corp.
8197,ROK,Capital Goods,26520667631.68,Industrial Machinery/Components,N,"Rockwell Automation, Inc. Common Stock"
8198,ROKU,Consumer Services,4063646096.76,Television Services,N,"Roku, Inc."
8199,ROL,Finance,10395235094.26,Diversified Commercial Services,N,"Rollins, Inc. Common Stock"
8200,ROLA,,,,N,iPath Long Extended Russell 1000 TR Index ETN
8201,ROLL,Capital Goods,3110173486.32,Metal Fabrications,N,RBC Bearings Incorporated
8202,ROM,,,,Y,ProShares Ultra Technology
8203,ROO,,,Capital Goods,N,ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD
8204,ROOF,,,,Y,IQ US Real Estate Small Cap ETF
8205,ROP,Capital Goods,28312356472.56,Industrial Machinery/Components,N,"Roper Technologies, Inc. Common Stock"
8206,RORE,,,,Y,Hartford Multifactor REIT ETF
8207,ROSE,Energy,285883925.36,Oil & Gas Production,N,Rosehill Resources Inc.
8210,ROSG,Health Care,3439318.8,Major Pharmaceuticals,N,Rosetta Genomics Ltd.
8211,ROST,Consumer Services,31068469556.1,Clothing/Shoe/Accessory Stores,N,"Ross Stores, Inc."
8212,ROUS,,,,Y,Hartford Multifactor U.S. Equity ETF
8213,ROX,Consumer Non-Durables,190594824.28,Beverages (Production/Distribution),N,"Castle Brands, Inc. Castle Brands, Inc. Common Stock"
8214,ROYT,Energy,97229558.16,Oil & Gas Production,N,Pacific Coast Oil Trust
8215,RP,Technology,3994789779.2,Computer Software: Prepackaged Software,N,"RealPage, Inc."
8216,RPAI,Consumer Services,2759265595.35,Real Estate Investment Trusts,N,"Retail Properties of America, Inc. Class A Common Stock"
8217,RPD,Technology,963629834.4,Computer Software: Prepackaged Software,N,"Rapid7, Inc. - Common Stock"
8218,RPG,,,Real Estate,Y,RAPTIS GROUP LIMITED
8219,RPL,,,Class Pend,N,RAPTOR RESOURCES LIMITED
8220,RPM,Basic Industries,7016113852.76,Paints/Coatings,N,RPM International Inc. Common Stock
8221,RPRX,Health Care,26212911.8688,Biotechnology: Biological Products (No Diagnostic Substances),N,Repros Therapeutics Inc.
8222,RPT,Consumer Services,1088107901.13,Real Estate Investment Trusts,N,Ramco-Gershenson Properties Trust
8225,RPV,,,,Y,Guggenheim S&P 500 Pure Value ETF
8226,RPXC,Miscellaneous,672568960.14,Multi-Sector Companies,N,RPX Corporation - Common Stock
8227,RQI,n/a,1303387139.88,n/a,N,Cohen & Steers Quality Income Realty Fund Inc Common Shares
8228,RRC,Energy,4163777907.06,Oil & Gas Production,N,Range Resources Corporation
8229,RRD,Miscellaneous,665950000.0,Publishing,N,R.R. Donnelley & Sons Company
8230,RRGB,Consumer Services,689490878.7,Restaurants,N,"Red Robin Gourmet Burgers, Inc."
8231,RRL,,,Materials,N,REGIS RESOURCES LIMITED
8232,RRP,,,Materials,N,REALM RESOURCES LIMITED
8233,RRR,Consumer Services,3962788207.48,Hotels/Resorts,N,"Red Rock Resorts, Inc. - Class A Common Stock"
8234,RRS,,,Energy,N,RANGE RESOURCES LIMITED
8235,RRTS,Transportation,300590358.88,Oil Refining/Marketing,N,"Roadrunner Transportation Systems, Inc Common Stock"
8236,RS,Basic Industries,6633104295.18,Metal Fabrications,N,Reliance Steel & Aluminum Co. Common Stock (DE)
8237,RSG,Public Utilities,22810823353.5,Environmental Services,N,"Republic Services, Inc."
8238,RSH,,,Health Care Equipment & Services,N,RESPIRI LIMITED
8239,RSLS,Health Care,47931380.8,Biotechnology: Electromedical & Electrotherapeutic Apparatus,N,ReShape Lifesciences Inc.
8240,RSO,Consumer Services,303482216.3,Real Estate Investment Trusts,N,Resource Capital Corp.
8247,RSP,,,,Y,Guggenheim S&P 500 Equal Weight ETF
8248,RSPP,Energy,6504156513.81,Oil & Gas Production,N,"RSP Permian, Inc. Common Stock"
8249,RST,Technology,280079220.56,Computer Software: Prepackaged Software,N,Rosetta Stone
8250,RSX,,,,Y,VanEck Vectors Russia ETF
8251,RSXJ,,,,Y,VanEck Vectors Russia Small-Cap ETF
8252,RSYS,Technology,39540240.53,Computer peripheral equipment,N,RadiSys Corporation - Common Stock
8254,RTC,,,Not Applic,N,RESIMAC TRIOMPHE TRUST PREMIER 2017-2
8255,RTE,,,Consumer Services,N,"RETECH TECHNOLOGY CO., LIMITED"
8256,RTEC,Capital Goods,871798936.8,Industrial Machinery/Components,N,"Rudolph Technologies, Inc. Common Stock"
8257,RTG,,,Materials,N,RTG MINING INC.
8258,RTH,,,,Y,VanEck Vectors Retail ETF
8259,RTIX,Health Care,270704384.7,Industrial Specialties,N,"RTI Surgical, Inc. - Common Stock"
8260,RTLA,,,,N,iPath Long Extended Russell 2000 TR Index ETN
8261,RTM,,,,Y,Guggenheim S&P 500 Equal Weight Materials ETF
8262,RTN,Capital Goods,56947248130.0,Industrial Machinery/Components,N,Raytheon Company Common Stock
8263,RTR,,,Materials,N,RUMBLE RESOURCES LIMITED
8264,RTRX,Health Care,963800259.48,Major Pharmaceuticals,N,"Retrophin, Inc."
8265,RTTR,Health Care,16817365.1837,Major Pharmaceuticals,N,"Ritter Pharmaceuticals, Inc."
8266,RUB,,,Commercial & Professional Services,N,RUBICOR GROUP LIMITED
8267,RUBI,Technology,111034801.93,"Computer Software: Programming, Data Processing",N,"The Rubicon Project, Inc."
8268,RUL,,,Software & Services,N,RPMGLOBAL HOLDINGS LIMITED
