Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
PSL,PowerShares DWA Consumer Staples Momentum Portfolio,65.69,$72.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psl
PIZ,PowerShares DWA Developed Markets Momentum Portfolio,29,$259.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/piz
PIE,PowerShares DWA Emerging Markets Momentum Portfolio,21.49,$254.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pie
PXI,PowerShares DWA Energy Momentum Portfolio,41.81,$100.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pxi
PFI,PowerShares DWA Financial Momentum Portfolio,36.2101,$72.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfi
PTH,PowerShares DWA Healthcare Momentum Portfolio,75.36,$139.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pth
PRN,PowerShares DWA Industrials Momentum Portfolio,64.1062,$128.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prn
DWLV,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,32.23,$8.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwlv
PDP,PowerShares DWA Momentum Portfolio,53.87,$1.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdp
DWAQ,PowerShares DWA NASDAQ Momentum Portfolio,108.5033,$48.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwaq
DWAS,PowerShares DWA SmallCap Momentum Portfolio,50.19,$248.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwas
DWIN,PowerShares DWA Tactical Multi-Asset Income Portfolio,27.095,$102.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwin
DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,29.66,$66.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwtr
PTF,PowerShares DWA Technology Momenum Portfolio,55.441,$119.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ptf
PUI,PowerShares DWA Utilities Momentum Portfolio,26.315,$47.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pui
IDLB,PowerShares FTSE International Low Beta Equal Weight Portfolio,31.2939,$129.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idlb
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,134.52,$1.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prfz
PAGG,PowerShares Global Agriculture Portfolio,27.92,$22.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pagg
PSAU,PowerShares Global Gold & Precious Metals Portfolio,20.3785,$32.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psau
PIO,PowerShares Global Water Portfolio,26.76,$196.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pio
PGJ,PowerShares Golden Dragon China Portfolio,49.14,$270.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pgj
PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,18.375,$927.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pey
IPKW,PowerShares International BuyBack Achievers Portfolio,38.87,$254.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipkw
PID,PowerShares International Dividend Achievers Portfolio,17.09,$945.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pid
KBWB,PowerShares KBW Bank Portfolio,58.32,$1.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwb
KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,23.655,$322.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwd
KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,34.39,$381.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwy
KBWP,PowerShares KBW Property & Casualty Insurance Portfolio,59.77,$80.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwp
KBWR,PowerShares KBW Regional Banking Portfolio,58.89,$153.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwr
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.78,$23.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldri
LALT,PowerShares Multi-Strategy Alternative Portfolio,21.4,$4.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lalt
PNQI,PowerShares Nasdaq Internet Portfolio,123.939,$508.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi
PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,17.81,$842.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdbc
QQQ,"PowerShares QQQ Trust, Series 1",165.79,$60.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,31.76,$155.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uslb
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,62.402,$74.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscd
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,74.105,$55.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscc
PSCE,PowerShares S&P SmallCap Energy Portfolio,16.76,$64.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psce
PSCF,PowerShares S&P SmallCap Financials Portfolio,55.41,$227.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscf
PSCH,PowerShares S&P SmallCap Health Care Portfolio,105.29,$305.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psch
PSCI,PowerShares S&P SmallCap Industrials Portfolio,66.203,$112.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psci
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,80.6326,$471.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psct
PSCM,PowerShares S&P SmallCap Materials Portfolio,54.41,$54.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscm
PSCU,PowerShares S&P SmallCap Utilities Portfolio,52.14,$52.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscu
VRIG,PowerShares Variable Rate Investment Grade Portfolio,25.24,$237.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrig
PHO,PowerShares Water Resources Portfolio,31.03,$861.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pho
PRAA,"PRA Group, Inc.",34.9,$1.58B,2002,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/praa
PRAH,"PRA Health Sciences, Inc.",92.1,$5.84B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prah
PRAN,Prana Biotechnology Ltd,2.89,$25.72M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pran
PRPO,"Precipio, Inc.",1.15,$11.7M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/prpo
PFBC,Preferred Bank,65.21,$970.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbc
PLPC,Preformed Line Products Company,82.99,$422.53M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/plpc
PFBI,"Premier Financial Bancorp, Inc.",20.39,$217.53M,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
PINC,"Premier, Inc.",32.25,$1.85B,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/pinc
LENS,Presbia PLC,3.45,$59.07M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lens
PSDO,"Presidio, Inc.",17.33,$1.59B,2017,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/psdo
PRGX,"PRGX Global, Inc.",7.8,$174.68M,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/prgx
PSMT,"PriceSmart, Inc.",84.2,$2.56B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/psmt
PNRG,PrimeEnergy Corporation,49.2,$107.34M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pnrg
PRMW,Primo Water Corporation,13.1,$393.27M,2010,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/prmw
PRIM,Primoris Services Corporation,26.34,$1.36B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/prim
PVAL,Principal Contrarian Value Index ETF,25.49,$3.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pval
PFG,Principal Financial Group Inc,73.45,$21.21B,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg
BTEC,Principal Healthcare Innovators Index ETF,32.061,$49.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btec
PXUS,Principal International Multi-Factor Index ETF,104.028,$15.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pxus
GENY,Principal Millennials Index ETF,36.455,$14.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/geny
PSET,Principal Price Setters Index ETF,33.3,$23.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pset
PY,Principal Shareholder Yield Index ETF,33.91,$11.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/py
PMOM,Principal Sustainable Momentum Index ETF,27.38,$4.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmom
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,27.43,$980.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usmc
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,32.2009,$338.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psc
PDEX,"Pro-Dex, Inc.",7,$30.52M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
IPDN,"Professional Diversity Network, Inc.",4.2723,$16.8M,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PFIE,"Profire Energy, Inc.",1.99,$96.36M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/pfie
PGNX,Progenics Pharmaceuticals Inc.,6.22,$437.08M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
PRGS,Progress Software Corporation,52.51,$2.51B,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
PFPT,"Proofpoint, Inc.",97.55,$4.37B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PRPH,"ProPhase Labs, Inc.",2.37,$26.26M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
PRQR,ProQR Therapeutics N.V.,3,$76.39M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
EQRR,ProShares Equities for Rising Rates ETF,49.2338,$17.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqrr
BIB,ProShares Ultra Nasdaq Biotechnology,60.9,$456.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
UBIO,Proshares UltraPro Nasdaq Biotechnology,37.99,$51.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubio
TQQQ,ProShares UltraPro QQQ,166.62,$2.81B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tqqq
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,9.919,$4.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
SQQQ,ProShares UltraPro Short QQQ,17.81,$436.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
BIS,ProShares UltraShort Nasdaq Biotechnology,20.13,$36.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
PSEC,Prospect Capital Corporation,6.81,$2.45B,2004,n/a,n/a,http://www.nasdaq.com/symbol/psec
PTGX,"Protagonist Therapeutics, Inc.",19.46,$398.53M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
PRTO,"Proteon Therapeutics, Inc.",2.85,$50.22M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,"Proteostasis Therapeutics, Inc.",4.28,$107.92M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,40.1,$1.54B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PVBC,"Provident Bancorp, Inc.",25.9,$249.36M,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",18.9,$143.82M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc.",18.4,$165.39M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PSDV,pSivida Corp.,1.08,$48.88M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,21.27,$116.82M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTC,PTC Inc.,66.7,$7.75B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",21.95,$910.7M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULM,"Pulmatrix, Inc.",1.45,$30.52M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",23.76,$388.27M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PBYI,Puma Biotechnology Inc,89.1,$3.34B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
PCYO,Pure Cycle Corporation,8.75,$207.85M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
PXS,Pyxis Tankers Inc.,1.8,$37.58M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
QADA,QAD Inc.,42,$808.31M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,31.5,$606.23M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",44.15,$613.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,32.89,$7.45B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,17.23,$1.04B,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QRVO,"Qorvo, Inc.",70.85,$9.01B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,68.02,$100.7B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",13.35,$850.02M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,7.87,$16.07M,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",64.75,$2.46B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTNA,"Quantenna Communications, Inc.",14.09,$496.26M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QTRX,Quanterix Corporation,20.69,$438.21M,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/qtrx
QTRH,Quarterhill Inc.,1.93,$229.01M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/qtrh
QRHC,Quest Resource Holding Corporation.,2.54,$38.81M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,1.78,$142.72M,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,46.98,$1.6B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QNST,"QuinStreet, Inc.",9.1,$416M,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.25,$21.13M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QTNT,Quotient Limited,3.93,$179.05M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,9.5,$665.95M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RCM,R1 RCM Inc.,4.39,$458.82M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rcm
RARX,"Ra Pharmaceuticals, Inc.",8.11,$183.5M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,2.82,$84.55M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,18.65,$249.52M,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
RSYS,RadiSys Corporation,1.01,$39.54M,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",33.86,$1.51B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",10.05,$478.62M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,20,$863.78M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
METC,"Ramaco Resources, Inc.",8.24,$325.97M,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
RMBS,"Rambus, Inc.",14.5,$1.59B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,2.7493,$17.38M,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/rand
GOLD,Randgold Resources Limited,99.3,$9.34B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",15.6475,$91.83M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",21.96,$963.63M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RAVE,"Rave Restaurant Group, Inc.",1.81,$25.85M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",36,$1.29B,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
RBB,RBB Bancorp,26.9,$425.06M,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/rbb
ROLL,RBC Bearings Incorporated,128.28,$3.11B,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",30.2,$293.51M,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",6.14,$73.75M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,16.95,$387.57M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,23,$517.1M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",1.17,$10.47M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
BLCN,Reality Shares Nasdaq NextGen Economy ETF,24.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/blcn
RNWK,"RealNetworks, Inc.",3.22,$120.12M,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",48.2,$3.99B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",29.33,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
RCON,"Recon Technology, Ltd.",2.31,$22.88M,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",8.87,$169.66M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",53.3,$689.49M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",34.12,$3.96B,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDFN,Redfin Corporation,26.17,$2.13B,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,5.17,$109.98M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",374.07,$40.19B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,27.875,$868.18M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,1.32,$137.22M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",21.3,$244.27M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RBNC,"Reliant Bancorp, Inc.",25.99,$310.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbnc
RELV,"Reliv&#39; International, Inc.",5.05,$9.32M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"Remark Holdings, Inc.",13,$355.2M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,44.16,$2.18B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",11.125,$432.01M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
ABAC,"Renmin Tianli Group, Inc.",2.91,$23.23M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
RCII,Rent-A-Center Inc.,11.41,$608.29M,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RGEN,Repligen Corporation,35.29,$1.54B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,0.6626,$26.21M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,"Republic Bancorp, Inc.",39.77,$829.62M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",9.1,$518.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,1.09,$26.21M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RSLS,ReShape Lifesciences Inc.,1.6,$47.93M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rsls
RESN,Resonant Inc.,6.99,$134.53M,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",16.45,$516.11M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
HAIR,"Restoration Robotics, Inc.",4.52,$130.76M,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hair
ROIC,Retail Opportunity Investments Corp.,18.86,$2.12B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",9.04,$201.95M,2017,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",24.52,$963.8M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",33.55,$1.22B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",4.58,$49.16M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",3.11,$66.14M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,1.075,$23.72M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,1.531,$15.21M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",2.6,$23.02M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,26.43,$191.62M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RYTM,"Rhythm Pharmaceuticals, Inc.",27.33,$745.68M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,7.14,$732.39M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,1.46,$24.65M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.17,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",8.21,$106.13M,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",4.09,$599.15M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",19,$346.28M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RMNI,"Rimini Street, Inc.",8.54,$500.28M,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmni
RIOT,"Riot Blockchain, Inc",17.76,$171.56M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/riot
REDU,RISE Education Cayman Ltd,14.96,$822.8M,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/redu
RTTR,"Ritter Pharmaceuticals, Inc.",0.3397,$16.82M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,9.35,$210.69M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",3.93,$55.3M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,1.24,$13.83M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,45.32,$208.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
RCKT,"Rocket Pharmaceuticals, Inc.",12.05,$20.5M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rckt
RMTI,"Rockwell Medical, Inc.",5.87,$303.84M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",19.1,$141.23M,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
